,Athlete,Nation,Sport,Role,Era,Participations,Start Year,End Year,Years,Sport_full,Sport_Type
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2006,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2007,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2008,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2009,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2010,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2011,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2012,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2013,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2014,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2015,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2016,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2017,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2018,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2019,Equestrian Eventing,Team
12,Andrew Hoy,Australia,EVE,Olympics/Other,"(1984, 2020)",8,1984,2020,2020,Equestrian Eventing,Team
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1984,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1985,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1986,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1987,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1988,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1989,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1990,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1991,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1992,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1993,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1994,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1995,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1996,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1997,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1998,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,1999,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2000,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2001,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2002,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2003,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2004,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2005,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2006,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2007,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2008,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2009,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2010,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2011,Canoe Sprint,Individual
13,Josefa Idem-Guerrini,"Italy, West Germany",CSP,Olympics,"(1984, 2012)",8,1984,2012,2012,Canoe Sprint,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,1992,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,1993,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,1994,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,1995,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,1996,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,1997,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,1998,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,1999,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2000,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2001,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2002,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2003,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2004,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2005,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2006,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2007,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2008,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2009,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2010,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2011,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2012,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2013,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2014,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2015,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2016,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2017,Ski Jumping,Individual
14,Noriaki Kasai,Japan,SJP,Olympics/Other,"(1992, 2018)",8,1992,2018,2018,Ski Jumping,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1948,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1949,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1950,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1951,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1952,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1953,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1954,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1955,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1956,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1957,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1958,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1959,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1960,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1961,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1962,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1963,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1964,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1965,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1966,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1967,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1968,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1969,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1970,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1971,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1972,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1973,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1974,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1975,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1976,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1977,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1978,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1979,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1980,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1981,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1982,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1983,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1984,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1985,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1986,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1987,Sailing,Individual
15,Durward Knowles,"Great Britain, Bahamas",SAL,Olympics/Other,"(1948, 1988)",8,1948,1988,1988,Sailing,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2004,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2005,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2006,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2007,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2008,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2009,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2010,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2011,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2012,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2013,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2014,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2015,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2016,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2017,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2018,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2019,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2020,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2021,Biathlon,Individual
16,Jaque Mouṛo,Brazil,BTH,Olympics/Other,"(2004, 2022)",8,2004,2022,2022,Biathlon,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2004,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2005,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2006,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2007,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2008,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2009,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2010,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2011,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2012,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2013,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2014,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2015,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2016,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2017,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2018,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2019,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2020,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2021,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,CCS,Olympics/Other,"(2004, 2022)",8,2004,2022,2022,Cross-Country Skiing,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2004,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2005,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2006,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2007,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2008,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2009,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2010,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2011,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2012,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2013,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2014,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2015,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2016,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2017,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2018,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2019,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2020,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2021,Mountain Bike,Individual
16,Jaque Mouṛo,Brazil,MTB,Olympics/Other,"(2004, 2022)",8,2004,2022,2022,Mountain Bike,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,1992,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,1993,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,1994,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,1995,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,1996,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,1997,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,1998,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,1999,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2000,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2001,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2002,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2003,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2004,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2005,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2006,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2007,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2008,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2009,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2010,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2011,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2012,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2013,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2014,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2015,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2016,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2017,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2018,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2019,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2020,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2021,Speed Skating,Individual
17,Claudia Pechstein,Germany,SSK,Olympics/Other,"(1992, 2022)",8,1992,2022,2022,Speed Skating,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1984,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1985,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1986,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1987,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1988,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1989,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1990,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1991,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1992,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1993,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1994,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1995,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1996,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1997,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1998,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,1999,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2000,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2001,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2002,Rowing,Individual
18,Lesley Thompson-Willie,Canada,ROW,Olympics,"(1984, 2016)",8,1984,2016,2003,Rowing,Individual
