Year,Rank,NOC,Gold years,Silver years,Bronze years,Total years,Yug_group,Participation_Status
1976,8,Cuba,6.0,4.0,3.0,13.0,,Participated
1976,9,Romania,4.0,9.0,14.0,27.0,,Participated
1976,10,Hungary,4.0,5.0,13.0,22.0,,Participated
1976,11,Finland,4.0,2.0,0.0,6.0,,Participated
1976,12,Sweden,4.0,1.0,0.0,5.0,,Participated
1976,13,Great Britain,3.0,5.0,5.0,13.0,,Participated
1976,14,Italy,2.0,7.0,4.0,13.0,,Participated
1976,15,France,2.0,3.0,4.0,9.0,,Participated
1976,16,Yugoslavia,2.0,3.0,3.0,8.0,,Participated
1976,17,Czechoslovakia,2.0,2.0,4.0,8.0,,Participated
1976,18,New Zealand,2.0,1.0,1.0,4.0,,Participated
1976,19,South Korea,1.0,1.0,4.0,6.0,,Participated
1976,20,Switzerland,1.0,1.0,2.0,4.0,,Participated
1976,21,Jamaica,1.0,1.0,0.0,2.0,,Participated
1976,21,North Korea,1.0,1.0,0.0,2.0,,Participated
1976,21,Norway,1.0,1.0,0.0,2.0,,Participated
1976,24,Denmark,1.0,0.0,2.0,3.0,,Participated
1976,25,Mexico,1.0,0.0,1.0,2.0,,Participated
1976,26,Trinidad and Tobago,1.0,0.0,0.0,1.0,,Participated
1976,27,Canada,0.0,5.0,6.0,11.0,,Participated
1976,28,Belgium,0.0,3.0,3.0,6.0,,Participated
1976,29,Netherlands,0.0,2.0,3.0,5.0,,Participated
1976,30,Portugal,0.0,2.0,0.0,2.0,,Participated
1976,30,Spain,0.0,2.0,0.0,2.0,,Participated
1976,32,Australia,0.0,1.0,4.0,5.0,,Participated
1976,33,Iran,0.0,1.0,1.0,2.0,,Participated
1976,34,Mongolia,0.0,1.0,0.0,1.0,,Participated
1976,34,Venezuela,0.0,1.0,0.0,1.0,,Participated
1976,36,Brazil,0.0,0.0,2.0,2.0,,Participated
1976,37,Austria,0.0,0.0,1.0,1.0,,Participated
1976,37,Bermuda,0.0,0.0,1.0,1.0,,Participated
1976,37,Pakistan,0.0,0.0,1.0,1.0,,Participated
1976,37,Puerto Rico,0.0,0.0,1.0,1.0,,Participated
1976,37,Thailand,0.0,0.0,1.0,1.0,,Participated
1972,1,Soviet Union,50.0,27.0,22.0,99.0,,Participated
1972,2,United States,33.0,31.0,30.0,94.0,,Participated
1972,3,East Germany,20.0,23.0,23.0,66.0,,Participated
1972,4,West Germany,13.0,11.0,16.0,40.0,,Participated
1972,5,Japan,13.0,8.0,8.0,29.0,,Participated
1972,6,Australia,8.0,7.0,2.0,17.0,,Participated
1972,7,Poland,7.0,5.0,9.0,21.0,,Participated
1972,8,Hungary,6.0,13.0,16.0,35.0,,Participated
1972,9,Bulgaria,6.0,10.0,5.0,21.0,,Participated
1972,10,Italy,5.0,3.0,10.0,18.0,,Participated
1972,11,Sweden,4.0,6.0,6.0,16.0,,Participated
1972,12,Great Britain,4.0,5.0,9.0,18.0,,Participated
1972,13,Romania,3.0,6.0,7.0,16.0,,Participated
1972,14,Cuba,3.0,1.0,4.0,8.0,,Participated
1972,14,Finland,3.0,1.0,4.0,8.0,,Participated
1972,16,Netherlands,3.0,1.0,1.0,5.0,,Participated
1972,17,France,2.0,4.0,7.0,13.0,,Participated
1972,18,Czechoslovakia,2.0,4.0,2.0,8.0,,Participated
1972,19,Kenya,2.0,3.0,4.0,9.0,,Participated
1972,20,Yugoslavia,2.0,1.0,2.0,5.0,,Participated
1972,21,Norway,2.0,1.0,1.0,4.0,,Participated
1972,22,North Korea,1.0,1.0,3.0,5.0,,Participated
1972,23,New Zealand,1.0,1.0,1.0,3.0,,Participated
1972,24,Uganda,1.0,1.0,0.0,2.0,,Participated
1972,25,Denmark,1.0,0.0,0.0,1.0,,Participated
1972,26,Switzerland,0.0,3.0,0.0,3.0,,Participated
1972,27,Canada,0.0,2.0,3.0,5.0,,Participated
1972,28,Iran,0.0,2.0,1.0,3.0,,Participated
1972,29,Belgium,0.0,2.0,0.0,2.0,,Participated
1972,29,Greece,0.0,2.0,0.0,2.0,,Participated
1972,31,Austria,0.0,1.0,2.0,3.0,,Participated
1972,31,Colombia,0.0,1.0,2.0,3.0,,Participated
1972,33,Argentina,0.0,1.0,0.0,1.0,,Participated
1972,33,Lebanon,0.0,1.0,0.0,1.0,,Participated
1972,33,Mexico,0.0,1.0,0.0,1.0,,Participated
1972,33,Mongolia,0.0,1.0,0.0,1.0,,Participated
1972,33,Pakistan,0.0,1.0,0.0,1.0,,Participated
1972,33,South Korea,0.0,1.0,0.0,1.0,,Participated
1972,33,Tunisia,0.0,1.0,0.0,1.0,,Participated
1972,33,Turkey,0.0,1.0,0.0,1.0,,Participated
1972,41,Brazil,0.0,0.0,2.0,2.0,,Participated
1972,41,Ethiopia,0.0,0.0,2.0,2.0,,Participated
1972,43,Ghana,0.0,0.0,1.0,1.0,,Participated
1972,43,India,0.0,0.0,1.0,1.0,,Participated
1972,43,Jamaica,0.0,0.0,1.0,1.0,,Participated
1972,43,Niger,0.0,0.0,1.0,1.0,,Participated
1972,43,Nigeria,0.0,0.0,1.0,1.0,,Participated
1972,43,Spain,0.0,0.0,1.0,1.0,,Participated
1968,1,United States,45.0,28.0,34.0,107.0,,Participated
1968,2,Soviet Union,29.0,32.0,30.0,91.0,,Participated
1968,3,Japan,11.0,7.0,7.0,25.0,,Participated
1968,4,Hungary,10.0,10.0,12.0,32.0,,Participated
1968,5,East Germany,9.0,9.0,7.0,25.0,,Participated
1968,6,France,7.0,3.0,5.0,15.0,,Participated
1968,7,Czechoslovakia,7.0,2.0,4.0,13.0,,Participated
1968,8,West Germany,5.0,11.0,10.0,26.0,,Participated
1968,9,Australia,5.0,7.0,5.0,17.0,,Participated
1968,10,Great Britain,5.0,5.0,3.0,13.0,,Participated
1968,11,Poland,5.0,2.0,11.0,18.0,,Participated
1968,12,Romania,4.0,6.0,5.0,15.0,,Participated
1968,13,Italy,3.0,4.0,9.0,16.0,,Participated
1968,14,Kenya,3.0,4.0,2.0,9.0,,Participated
1968,15,Mexico,3.0,3.0,3.0,9.0,,Participated
1968,16,Yugoslavia,3.0,3.0,2.0,8.0,,Participated
1968,17,Netherlands,3.0,3.0,1.0,7.0,,Participated
1968,18,Bulgaria,2.0,4.0,3.0,9.0,,Participated
1968,19,Iran,2.0,1.0,2.0,5.0,,Participated
1968,20,Sweden,2.0,1.0,1.0,4.0,,Participated
1968,21,Turkey,2.0,0.0,0.0,2.0,,Participated
1968,22,Denmark,1.0,4.0,3.0,8.0,,Participated
1968,23,Canada,1.0,3.0,1.0,5.0,,Participated
1968,24,Finland,1.0,2.0,1.0,4.0,,Participated
1968,25,Ethiopia,1.0,1.0,0.0,2.0,,Participated
1968,25,Norway,1.0,1.0,0.0,2.0,,Participated
1968,27,New Zealand,1.0,0.0,2.0,3.0,,Participated
1968,28,Tunisia,1.0,0.0,1.0,2.0,,Participated
1968,29,Pakistan,1.0,0.0,0.0,1.0,,Participated
1968,29,Venezuela,1.0,0.0,0.0,1.0,,Participated
1968,31,Cuba,0.0,4.0,0.0,4.0,,Participated
1968,32,Austria,0.0,2.0,2.0,4.0,,Participated
1968,33,Switzerland,0.0,1.0,4.0,5.0,,Participated
1968,34,Mongolia,0.0,1.0,3.0,4.0,,Participated
1968,35,Brazil,0.0,1.0,2.0,3.0,,Participated
1968,36,Belgium,0.0,1.0,1.0,2.0,,Participated
1968,36,South Korea,0.0,1.0,1.0,2.0,,Participated
1968,36,Uganda,0.0,1.0,1.0,2.0,,Participated
1968,39,Cameroon,0.0,1.0,0.0,1.0,,Participated
1968,39,Jamaica,0.0,1.0,0.0,1.0,,Participated
1968,41,Argentina,0.0,0.0,2.0,2.0,,Participated
1968,42,Greece,0.0,0.0,1.0,1.0,,Participated
1968,42,India,0.0,0.0,1.0,1.0,,Participated
1968,42,Taiwan,0.0,0.0,1.0,1.0,,Participated
1964,1,United States,36.0,26.0,28.0,90.0,,Participated
1964,2,Soviet Union,30.0,31.0,35.0,96.0,,Participated
1964,3,Japan,16.0,5.0,8.0,29.0,,Participated
1964,4,United Team of Germany[A],10.0,22.0,18.0,50.0,,Participated
1964,5,Italy,10.0,10.0,7.0,27.0,,Participated
1964,6,Hungary,10.0,7.0,5.0,22.0,,Participated
1964,7,Poland,7.0,6.0,10.0,23.0,,Participated
1964,8,Australia,6.0,2.0,10.0,18.0,,Participated
1964,9,Czechoslovakia,5.0,6.0,3.0,14.0,,Participated
1964,10,Great Britain,4.0,12.0,2.0,18.0,,Participated
1964,11,Bulgaria,3.0,5.0,2.0,10.0,,Participated
1964,12,Finland,3.0,0.0,2.0,5.0,,Participated
1964,12,New Zealand,3.0,0.0,2.0,5.0,,Participated
1964,14,Romania,2.0,4.0,6.0,12.0,,Participated
1964,15,Netherlands,2.0,4.0,4.0,10.0,,Participated
1964,16,Turkey,2.0,3.0,1.0,6.0,,Participated
1964,17,Sweden,2.0,2.0,4.0,8.0,,Participated
1964,18,Denmark,2.0,1.0,3.0,6.0,,Participated
1964,19,Yugoslavia,2.0,1.0,2.0,5.0,,Participated
1964,20,Belgium,2.0,0.0,1.0,3.0,,Participated
1964,21,France,1.0,8.0,6.0,15.0,,Participated
1964,22,Canada,1.0,2.0,1.0,4.0,,Participated
1964,22,Switzerland,1.0,2.0,1.0,4.0,,Participated
1964,24,Bahamas,1.0,0.0,0.0,1.0,,Participated
1964,24,Ethiopia,1.0,0.0,0.0,1.0,,Participated
1964,24,India,1.0,0.0,0.0,1.0,,Participated
1964,27,South Korea,0.0,2.0,1.0,3.0,,Participated
1964,28,Trinidad and Tobago,0.0,1.0,2.0,3.0,,Participated
1964,29,Tunisia,0.0,1.0,1.0,2.0,,Participated
1964,30,Argentina,0.0,1.0,0.0,1.0,,Participated
1964,30,Cuba,0.0,1.0,0.0,1.0,,Participated
1964,30,Pakistan,0.0,1.0,0.0,1.0,,Participated
1964,30,Philippines,0.0,1.0,0.0,1.0,,Participated
1964,34,Iran,0.0,0.0,2.0,2.0,,Participated
1964,35,Brazil,0.0,0.0,1.0,1.0,,Participated
1964,35,Ghana,0.0,0.0,1.0,1.0,,Participated
1964,35,Ireland,0.0,0.0,1.0,1.0,,Participated
1964,35,Kenya,0.0,0.0,1.0,1.0,,Participated
1964,35,Mexico,0.0,0.0,1.0,1.0,,Participated
1964,35,Nigeria,0.0,0.0,1.0,1.0,,Participated
1964,35,Uruguay,0.0,0.0,1.0,1.0,,Participated
1960,1,Soviet Union (URS),43.0,29.0,31.0,103.0,,Participated
1960,2,United States (USA),34.0,21.0,16.0,71.0,,Participated
1960,3,Italy (ITA),13.0,10.0,13.0,36.0,,Participated
1960,4,United Team of Germany (EUA),12.0,19.0,11.0,42.0,,Participated
1960,5,Australia (AUS),8.0,8.0,6.0,22.0,,Participated
1960,6,Turkey (TUR),7.0,2.0,0.0,9.0,,Participated
1960,7,Hungary (HUN),6.0,8.0,7.0,21.0,,Participated
1960,8,Japan (JPN),4.0,7.0,7.0,18.0,,Participated
1960,9,Poland (POL),4.0,6.0,11.0,21.0,,Participated
1960,10,Czechoslovakia (TCH),3.0,2.0,3.0,8.0,,Participated
1960,11,Romania (ROU),3.0,1.0,6.0,10.0,,Participated
1960,12,Great Britain (GBR),2.0,6.0,12.0,20.0,,Participated
1960,13,Denmark (DEN),2.0,3.0,1.0,6.0,,Participated
1960,14,New Zealand (NZL),2.0,0.0,1.0,3.0,,Participated
1960,15,Bulgaria (BUL),1.0,3.0,3.0,7.0,,Participated
1960,16,Sweden (SWE),1.0,2.0,3.0,6.0,,Participated
1960,17,Finland (FIN),1.0,1.0,3.0,5.0,,Participated
1960,18,Austria (AUT),1.0,1.0,0.0,2.0,,Participated
1960,18,Yugoslavia (YUG),1.0,1.0,0.0,2.0,,Participated
1960,20,Pakistan (PAK),1.0,0.0,1.0,2.0,,Participated
1960,21,Ethiopia (ETH),1.0,0.0,0.0,1.0,,Participated
1960,21,Greece (GRE),1.0,0.0,0.0,1.0,,Participated
1960,21,Norway (NOR),1.0,0.0,0.0,1.0,,Participated
1960,24,Switzerland (SUI),0.0,3.0,3.0,6.0,,Participated
1960,25,France (FRA),0.0,2.0,3.0,5.0,,Participated
1960,26,Belgium (BEL),0.0,2.0,2.0,4.0,,Participated
1960,27,Iran (IRI),0.0,1.0,3.0,4.0,,Participated
1960,28,Netherlands (NED),0.0,1.0,2.0,3.0,,Participated
1960,28,South Africa (RSA),0.0,1.0,2.0,3.0,,Participated
1960,30,Argentina (ARG),0.0,1.0,1.0,2.0,,Participated
1960,30,United Arab Republic (RAU),0.0,1.0,1.0,2.0,,Participated
1960,32,Canada (CAN),0.0,1.0,0.0,1.0,,Participated
1960,32,Formosa (ROC),0.0,1.0,0.0,1.0,,Participated
1960,32,Ghana (GHA),0.0,1.0,0.0,1.0,,Participated
1960,32,India (IND),0.0,1.0,0.0,1.0,,Participated
1960,32,Morocco (MAR),0.0,1.0,0.0,1.0,,Participated
1960,32,Portugal (POR),0.0,1.0,0.0,1.0,,Participated
1960,32,Singapore (SIN),0.0,1.0,0.0,1.0,,Participated
1960,39,Brazil (BRA),0.0,0.0,2.0,2.0,,Participated
1960,39,British West Indies (BWI),0.0,0.0,2.0,2.0,,Participated
1960,41,Iraq (IRQ),0.0,0.0,1.0,1.0,,Participated
1960,41,Mexico (MEX),0.0,0.0,1.0,1.0,,Participated
1960,41,Spain (ESP),0.0,0.0,1.0,1.0,,Participated
1960,41,Venezuela (VEN),0.0,0.0,1.0,1.0,,Participated
1956,1,Soviet Union,37.0,29.0,32.0,98.0,,Participated
1956,2,United States,32.0,25.0,17.0,74.0,,Participated
1956,3,Australia,13.0,8.0,14.0,35.0,,Participated
1956,4,Hungary,9.0,10.0,7.0,26.0,,Participated
1956,5,Italy,8.0,8.0,9.0,25.0,,Participated
1956,6,Sweden,8.0,5.0,6.0,19.0,,Participated
1956,7,United Team of Germany[e],6.0,13.0,7.0,26.0,,Participated
1956,8,Great Britain,6.0,7.0,11.0,24.0,,Participated
1956,9,Romania,5.0,3.0,5.0,13.0,,Participated
1956,10,Japan,4.0,10.0,5.0,19.0,,Participated
1956,11,France,4.0,4.0,6.0,14.0,,Participated
1956,12,Turkey,3.0,2.0,2.0,7.0,,Participated
1956,13,Finland,3.0,1.0,11.0,15.0,,Participated
1956,14,Iran,2.0,2.0,1.0,5.0,,Participated
1956,15,Canada,2.0,1.0,3.0,6.0,,Participated
1956,16,New Zealand,2.0,0.0,0.0,2.0,,Participated
1956,17,Poland,1.0,4.0,4.0,9.0,,Participated
1956,18,Czechoslovakia,1.0,4.0,1.0,6.0,,Participated
1956,19,Bulgaria,1.0,3.0,1.0,5.0,,Participated
1956,20,Denmark,1.0,2.0,1.0,4.0,,Participated
1956,21,Ireland,1.0,1.0,3.0,5.0,,Participated
1956,22,Norway,1.0,0.0,2.0,3.0,,Participated
1956,23,Mexico,1.0,0.0,1.0,2.0,,Participated
1956,24,Brazil,1.0,0.0,0.0,1.0,,Participated
1956,24,India,1.0,0.0,0.0,1.0,,Participated
1956,26,Yugoslavia,0.0,3.0,0.0,3.0,,Participated
1956,27,Chile,0.0,2.0,2.0,4.0,,Participated
1956,28,Belgium,0.0,2.0,0.0,2.0,,Participated
1956,29,Argentina,0.0,1.0,1.0,2.0,,Participated
1956,29,South Korea,0.0,1.0,1.0,2.0,,Participated
1956,31,Iceland,0.0,1.0,0.0,1.0,,Participated
1956,31,Pakistan,0.0,1.0,0.0,1.0,,Participated
1956,33,South Africa,0.0,0.0,4.0,4.0,,Participated
1956,34,Austria,0.0,0.0,2.0,2.0,,Participated
1956,35,Bahamas,0.0,0.0,1.0,1.0,,Participated
1956,35,Greece,0.0,0.0,1.0,1.0,,Participated
1956,35,Switzerland,0.0,0.0,1.0,1.0,,Participated
1956,35,Uruguay,0.0,0.0,1.0,1.0,,Participated
1952,1,United States,40.0,19.0,17.0,76.0,,Participated
1952,2,Soviet Union,22.0,30.0,19.0,71.0,,Participated
1952,3,Hungary,16.0,10.0,16.0,42.0,,Participated
1952,4,Sweden,12.0,13.0,10.0,35.0,,Participated
1952,5,Italy,8.0,9.0,4.0,21.0,,Participated
1952,6,Czechoslovakia,7.0,3.0,3.0,13.0,,Participated
1952,7,France,6.0,6.0,6.0,18.0,,Participated
1952,8,Finland,6.0,3.0,13.0,22.0,,Participated
1952,9,Australia,6.0,2.0,3.0,11.0,,Participated
1952,10,Norway,3.0,2.0,0.0,5.0,,Participated
1952,11,Switzerland,2.0,6.0,6.0,14.0,,Participated
1952,12,South Africa,2.0,4.0,4.0,10.0,,Participated
1952,13,Jamaica,2.0,3.0,0.0,5.0,,Participated
1952,14,Belgium,2.0,2.0,0.0,4.0,,Participated
1952,15,Denmark,2.0,1.0,3.0,6.0,,Participated
1952,16,Turkey,2.0,0.0,1.0,3.0,,Participated
1952,17,Japan,1.0,6.0,2.0,9.0,,Participated
1952,18,Great Britain,1.0,2.0,8.0,11.0,,Participated
1952,19,Argentina,1.0,2.0,2.0,5.0,,Participated
1952,20,Poland,1.0,2.0,1.0,4.0,,Participated
1952,21,Canada,1.0,2.0,0.0,3.0,,Participated
1952,21,Yugoslavia,1.0,2.0,0.0,3.0,,Participated
1952,23,Romania,1.0,1.0,2.0,4.0,,Participated
1952,24,Brazil,1.0,0.0,2.0,3.0,,Participated
1952,24,New Zealand,1.0,0.0,2.0,3.0,,Participated
1952,26,India,1.0,0.0,1.0,2.0,,Participated
1952,27,Luxembourg,1.0,0.0,0.0,1.0,,Participated
1952,28,Germany,0.0,7.0,17.0,24.0,,Participated
1952,29,Netherlands,0.0,5.0,0.0,5.0,,Participated
1952,30,Iran,0.0,3.0,4.0,7.0,,Participated
1952,31,Chile,0.0,2.0,0.0,2.0,,Participated
1952,32,Austria,0.0,1.0,1.0,2.0,,Participated
1952,32,Lebanon,0.0,1.0,1.0,2.0,,Participated
1952,34,Ireland,0.0,1.0,0.0,1.0,,Participated
1952,34,Mexico,0.0,1.0,0.0,1.0,,Participated
1952,34,Spain,0.0,1.0,0.0,1.0,,Participated
1952,37,South Korea,0.0,0.0,2.0,2.0,,Participated
1952,37,Trinidad and Tobago,0.0,0.0,2.0,2.0,,Participated
1952,37,Uruguay,0.0,0.0,2.0,2.0,,Participated
1952,40,Bulgaria,0.0,0.0,1.0,1.0,,Participated
1952,40,Egypt,0.0,0.0,1.0,1.0,,Participated
1952,40,Portugal,0.0,0.0,1.0,1.0,,Participated
1952,40,Venezuela,0.0,0.0,1.0,1.0,,Participated
1948,1,United States,38.0,27.0,19.0,84.0,,Participated
1948,2,Sweden,17.0,11.0,18.0,46.0,,Participated
1948,3,France,11.0,6.0,15.0,32.0,,Participated
1948,4,Finland,10.0,8.0,6.0,24.0,,Participated
1948,5,Hungary,10.0,5.0,13.0,28.0,,Participated
1948,6,Italy,9.0,12.0,10.0,31.0,,Participated
1948,7,Turkey,6.0,4.0,2.0,12.0,,Participated
1948,8,Czechoslovakia,6.0,2.0,3.0,11.0,,Participated
1948,9,Switzerland,5.0,12.0,6.0,23.0,,Participated
1948,10,Denmark,5.0,8.0,9.0,22.0,,Participated
1948,11,Netherlands,5.0,2.0,9.0,16.0,,Participated
1948,12,Great Britain,4.0,16.0,7.0,27.0,,Participated
1948,13,Argentina,3.0,3.0,1.0,7.0,,Participated
1948,14,Australia,2.0,6.0,5.0,13.0,,Participated
1948,15,Belgium,2.0,2.0,3.0,7.0,,Participated
1948,16,South Africa,2.0,2.0,2.0,6.0,,Participated
1948,17,Egypt,2.0,2.0,1.0,5.0,,Participated
1948,18,Mexico,2.0,1.0,2.0,5.0,,Participated
1948,19,Norway,1.0,3.0,3.0,7.0,,Participated
1948,20,Jamaica,1.0,2.0,0.0,3.0,,Participated
1948,21,Austria,1.0,0.0,3.0,4.0,,Participated
1948,22,Poland,1.0,0.0,1.0,2.0,,Participated
1948,23,India,1.0,0.0,0.0,1.0,,Participated
1948,23,Peru,1.0,0.0,0.0,1.0,,Participated
1948,25,Canada,0.0,2.0,2.0,4.0,,Participated
1948,26,Yugoslavia,0.0,2.0,0.0,2.0,,Participated
1948,27,Portugal,0.0,1.0,1.0,2.0,,Participated
1948,27,Uruguay,0.0,1.0,1.0,2.0,,Participated
1948,29,Ceylon,0.0,1.0,0.0,1.0,,Participated
1948,29,Cuba,0.0,1.0,0.0,1.0,,Participated
1948,29,Spain,0.0,1.0,0.0,1.0,,Participated
1948,29,Trinidad and Tobago,0.0,1.0,0.0,1.0,,Participated
1948,33,Panama,0.0,0.0,2.0,2.0,,Participated
1948,33,South Korea,0.0,0.0,2.0,2.0,,Participated
1948,35,Brazil,0.0,0.0,1.0,1.0,,Participated
1948,35,Iran,0.0,0.0,1.0,1.0,,Participated
1948,35,Ireland,0.0,0.0,1.0,1.0,,Participated
1948,35,Puerto Rico,0.0,0.0,1.0,1.0,,Participated
1936,1,Germany,38.0,31.0,32.0,101.0,,Participated
1936,2,United States,24.0,21.0,12.0,57.0,,Participated
1936,3,Hungary,10.0,1.0,5.0,16.0,,Participated
1936,4,Italy,9.0,13.0,5.0,27.0,,Participated
1936,5,Finland,8.0,6.0,6.0,20.0,,Participated
1936,6,France,7.0,6.0,6.0,19.0,,Participated
1936,7,Sweden,6.0,5.0,10.0,21.0,,Participated
1936,8,Japan,6.0,4.0,10.0,20.0,,Participated
1936,9,Netherlands,6.0,4.0,7.0,17.0,,Participated
1936,10,Austria,5.0,7.0,5.0,17.0,,Participated
1936,11,Switzerland,4.0,9.0,5.0,18.0,,Participated
1936,12,Great Britain,4.0,7.0,3.0,14.0,,Participated
1936,13,Czechoslovakia,3.0,5.0,1.0,9.0,,Participated
1936,14,Argentina,2.0,2.0,3.0,7.0,,Participated
1936,14,Estonia,2.0,2.0,3.0,7.0,,Participated
1936,16,Egypt,2.0,1.0,2.0,5.0,,Participated
1936,17,Canada,1.0,3.0,5.0,9.0,,Participated
1936,18,Norway,1.0,3.0,2.0,6.0,,Participated
1936,19,Turkey,1.0,0.0,1.0,2.0,,Participated
1936,20,India,1.0,0.0,0.0,1.0,,Participated
1936,20,New Zealand,1.0,0.0,0.0,1.0,,Participated
1936,22,Poland,0.0,4.0,5.0,9.0,,Participated
1936,23,Denmark,0.0,2.0,3.0,5.0,,Participated
1936,24,Latvia,0.0,1.0,1.0,2.0,,Participated
1936,25,Romania,0.0,1.0,0.0,1.0,,Participated
1936,25,South Africa,0.0,1.0,0.0,1.0,,Participated
1936,25,Yugoslavia,0.0,1.0,0.0,1.0,,Participated
1936,28,Belgium,0.0,0.0,3.0,3.0,,Participated
1936,28,Mexico,0.0,0.0,3.0,3.0,,Participated
1936,30,Australia,0.0,0.0,1.0,1.0,,Participated
1936,30,Philippines,0.0,0.0,1.0,1.0,,Participated
1936,30,Portugal,0.0,0.0,1.0,1.0,,Participated
1932,1,United States (USA),44.0,36.0,30.0,110.0,,Participated
1932,2,Italy (ITA),12.0,12.0,12.0,36.0,,Participated
1932,3,France (FRA),11.0,5.0,4.0,20.0,,Participated
1932,4,Sweden (SWE),10.0,5.0,9.0,24.0,,Participated
1932,5,Japan (JPN),7.0,7.0,4.0,18.0,,Participated
1932,6,Hungary (HUN),6.0,5.0,5.0,16.0,,Participated
1932,7,Germany (GER),5.0,12.0,7.0,24.0,,Participated
1932,8,Finland (FIN),5.0,8.0,12.0,25.0,,Participated
1932,9,Great Britain (GBR),5.0,7.0,5.0,17.0,,Participated
1932,10,Poland (POL),3.0,2.0,4.0,9.0,,Participated
1932,11,Australia (AUS),3.0,1.0,1.0,5.0,,Participated
1932,12,Argentina (ARG),3.0,1.0,0.0,4.0,,Participated
1932,13,Canada (CAN),2.0,5.0,9.0,16.0,,Participated
1932,14,Netherlands (NED),2.0,5.0,1.0,8.0,,Participated
1932,15,South Africa (RSA),2.0,0.0,3.0,5.0,,Participated
1932,16,Ireland (IRL),2.0,0.0,0.0,2.0,,Participated
1932,17,Czechoslovakia (TCH),1.0,3.0,2.0,6.0,,Participated
1932,18,Austria (AUT),1.0,1.0,3.0,5.0,,Participated
1932,19,India (IND),1.0,0.0,0.0,1.0,,Participated
1932,20,Denmark (DEN),0.0,5.0,3.0,8.0,,Participated
1932,21,Mexico (MEX),0.0,2.0,0.0,2.0,,Participated
1932,22,Latvia (LAT),0.0,1.0,0.0,1.0,,Participated
1932,22,New Zealand (NZL),0.0,1.0,0.0,1.0,,Participated
1932,22,Switzerland (SUI),0.0,1.0,0.0,1.0,,Participated
1932,25,Philippines (PHI),0.0,0.0,3.0,3.0,,Participated
1932,26,Belgium (BEL),0.0,0.0,1.0,1.0,,Participated
1932,26,Spain (ESP),0.0,0.0,1.0,1.0,,Participated
1932,26,Uruguay (URU),0.0,0.0,1.0,1.0,,Participated
1928,1,United States,22.0,18.0,16.0,56.0,,Participated
1928,2,Germany,10.0,7.0,14.0,31.0,,Participated
1928,3,Finland,8.0,8.0,9.0,25.0,,Participated
1928,4,Sweden,7.0,6.0,12.0,25.0,,Participated
1928,5,Italy,7.0,5.0,7.0,19.0,,Participated
1928,6,Switzerland,7.0,4.0,4.0,15.0,,Participated
1928,7,France,6.0,10.0,5.0,21.0,,Participated
1928,8,Netherlands,6.0,9.0,4.0,19.0,,Participated
1928,9,Hungary,4.0,5.0,0.0,9.0,,Participated
1928,10,Canada,4.0,4.0,7.0,15.0,,Participated
1928,11,Great Britain,3.0,10.0,7.0,20.0,,Participated
1928,12,Argentina,3.0,3.0,1.0,7.0,,Participated
1928,13,Denmark,3.0,1.0,2.0,6.0,,Participated
1928,14,Czechoslovakia,2.0,5.0,2.0,9.0,,Participated
1928,15,Japan,2.0,2.0,1.0,5.0,,Participated
1928,16,Estonia,2.0,1.0,2.0,5.0,,Participated
1928,17,Egypt,2.0,1.0,1.0,4.0,,Participated
1928,18,Austria,2.0,0.0,1.0,3.0,,Participated
1928,19,Australia,1.0,2.0,1.0,4.0,,Participated
1928,19,Norway,1.0,2.0,1.0,4.0,,Participated
1928,21,Poland,1.0,1.0,3.0,5.0,,Participated
1928,21,Yugoslavia,1.0,1.0,3.0,5.0,,Participated
1928,23,South Africa,1.0,0.0,2.0,3.0,,Participated
1928,24,India,1.0,0.0,0.0,1.0,,Participated
1928,24,Ireland,1.0,0.0,0.0,1.0,,Participated
1928,24,New Zealand,1.0,0.0,0.0,1.0,,Participated
1928,24,Spain,1.0,0.0,0.0,1.0,,Participated
1928,24,Uruguay,1.0,0.0,0.0,1.0,,Participated
1928,29,Belgium,0.0,1.0,2.0,3.0,,Participated
1928,30,Chile,0.0,1.0,0.0,1.0,,Participated
1928,30,Haiti,0.0,1.0,0.0,1.0,,Participated
1928,32,Philippines,0.0,0.0,1.0,1.0,,Participated
1928,32,Portugal,0.0,0.0,1.0,1.0,,Participated
1924,1,United States,45.0,27.0,27.0,99.0,,Participated
1924,2,Finland,14.0,13.0,10.0,37.0,,Participated
1924,3,France,13.0,15.0,10.0,38.0,,Participated
1924,4,Great Britain,9.0,13.0,12.0,34.0,,Participated
1924,5,Italy,8.0,3.0,5.0,16.0,,Participated
1924,6,Switzerland,7.0,8.0,10.0,25.0,,Participated
1924,7,Norway,5.0,2.0,3.0,10.0,,Participated
1924,8,Sweden,4.0,13.0,12.0,29.0,,Participated
1924,9,Netherlands,4.0,1.0,5.0,10.0,,Participated
1924,10,Belgium,3.0,7.0,3.0,13.0,,Participated
1924,11,Australia,3.0,1.0,2.0,6.0,,Participated
1924,12,Denmark,2.0,5.0,2.0,9.0,,Participated
1924,13,Hungary,2.0,3.0,4.0,9.0,,Participated
1924,14,Yugoslavia,2.0,0.0,0.0,2.0,,Participated
1924,15,Czechoslovakia,1.0,4.0,5.0,10.0,,Participated
1924,16,Argentina,1.0,3.0,2.0,6.0,,Participated
1924,17,Estonia,1.0,1.0,4.0,6.0,,Participated
